Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
LPG,Dorian Lpg Ltd,13.81,-0.69,-4.76%,14.5,13.76,438717,3/16/21
LPI,Laredo Petroleum Holdings Inc,39.2,-3,-7.11%,41.56,38.43,554860,3/16/21
LPL,Lg Display CO Ltd,9.77,-0.1,-1.01%,9.98,9.7,833968,3/16/21
LPLA,Lpl Financial Hld,140.67,-3.77,-2.61%,143.9,139.42,689600,3/16/21
LPRO,Open Lending Corp Cl A,41.12,1.05,2.62%,41.67,39.89,770623,3/16/21
LPSN,Liveperson Inc,57.16,-0.74,-1.28%,59.95,56.19,664599,3/16/21
LPX,Louisiana-Pacific Corp,53.98,-0.51,-0.94%,55.07,53.36,1227607,3/16/21
LQD,Invst Grade Corp Bond Ishares Iboxx $ ETF,129.06,-0.09,-0.07%,129.39,128.87,11356873,3/16/21
LQDA,Liquidia Corp,2.88,-0.02,-0.69%,2.9,2.8,673469,3/16/21
LQDH,Int Rate Hedged Corp Bond Ishares ETF,94.7,0,0.00%,94.82,94.7,19511,3/16/21
LQDT,Liquidity Services,19.88,-0.02,-0.10%,20.38,19.5,264831,3/16/21
LRCX,Lam Research Corp,547.18,10.43,1.94%,560.17,539.34,1526282,3/16/21
LRGF,USA Multifactor Ishares Edge MSCI ETF,40.24,-0.13,-0.32%,40.55,40.15,127884,3/16/21
LRN,Stride Inc,28.56,0.32,1.13%,28.88,27.55,507456,3/16/21
LSCC,Lattice Semicond,46.74,1.08,2.37%,47.9,46.01,696191,3/16/21
LSI,Life Storage,88.71,0.72,0.82%,89.1,87.54,1097236,3/16/21
LSPD,Lightspeed Pos Inc,70.6,-1.65,-2.28%,73,69.79,827061,3/16/21
LSTR,Landstar System,164.8,-1.39,-0.84%,167.07,164.26,275576,3/16/21
LSXMA,Liberty Srs XM CS A,46.63,0.72,1.57%,47.19,45.71,400747,3/16/21
LSXMK,Liberty Srs XM CS C,46.79,0.98,2.14%,47.16,45.57,931511,3/16/21
LTC,Ltc Properties,43.77,-0.33,-0.75%,44.39,43.21,191105,3/16/21
LTHM,Livent Corp,18.17,-0.52,-2.78%,18.84,17.86,2122972,3/16/21
LTPZ,15+ Year US TIPS Index ETF Pimco,80.31,0.24,0.30%,80.96,79.73,37311,3/16/21
LTRPA,Liberty Tripadv A,6.8,-0.31,-4.36%,7.19,6.61,1014572,3/16/21
LU,Lufax Holding Ltd ADR,14.67,-0.12,-0.81%,15,14.55,2337387,3/16/21
LULU,Lululemon Athletica,308.75,-5.57,-1.77%,316.89,305.7,1145173,3/16/21
LUMN,Centurylink,14.03,-0.16,-1.13%,14.22,13.96,7844535,3/16/21
LUNG,Pulmonx Corp,58.97,0.61,1.05%,60.66,57.08,147413,3/16/21
LUV,Southwest Airlines Company,60.54,-1.56,-2.51%,62.3,60.53,5920892,3/16/21
LVS,Las Vegas Sands,64.97,-1.23,-1.86%,66.62,64.49,4153295,3/16/21
LW,Lamb Weston Holdings Inc,80.3,-2.45,-2.96%,82.92,80.09,603954,3/16/21
LX,Lexinfintech Holdings Ltd,13.39,0.61,4.77%,13.8,12.79,2338517,3/16/21
LXFR,Luxfer Holdings Plc,21.94,-0.12,-0.54%,22.16,21.15,100690,3/16/21
LXP,Lexington Realty Trust,11.56,-0.19,-1.62%,11.76,11.5,1973144,3/16/21
LXRX,Lexicon Pharmaceutcl,6.66,-0.21,-3.06%,6.88,6.53,1238402,3/16/21
LXU,Lsb Industries Inc,4.86,-0.07,-1.42%,5.11,4.78,159531,3/16/21
LYB,Lyondellbasell Industries NV,105.36,-2.27,-2.11%,107.69,104.74,1347774,3/16/21
LYFT,Lyft Inc Cl A,64.69,-2.73,-4.05%,67.78,63.94,6494970,3/16/21
LYG,Lloyds Banking Group Plc,2.28,-0.01,-0.44%,2.29,2.26,6536586,3/16/21
LYTS,L S I Industries,9.18,-0.38,-3.92%,9.55,9.1,83288,3/16/21
LYV,Live Nation Entertainment,88.01,-2.15,-2.38%,90.23,86.27,1820512,3/16/21
LZB,La-Z-Boy Inc,44.21,-1.21,-2.66%,45.38,44.15,332164,3/16/21
M,Macy's Inc,20.13,-0.63,-3.03%,20.93,19.97,25275178,3/16/21
MA,Mastercard Inc,382.38,0.62,0.16%,385.28,378.68,3444655,3/16/21
MAA,Mid-America Apartment Communities,144.38,-0.6,-0.41%,145.76,143,541570,3/16/21
MAC,Macerich Company,13.45,-0.8,-5.61%,14.38,13.41,7823989,3/16/21
MACK,Merrimack Pharmaceuticals Inc,6.69,-0.22,-3.18%,7.02,6.67,63262,3/16/21
MAG,MAG Silver Corp,16.09,-0.39,-2.37%,16.41,15.82,1043660,3/16/21
MAGA,Point Bridge Gop Stock Tracker ETF,34.21,-0.39,-1.14%,34.46,34.19,2782,3/16/21
MAGS,Magal Security Syst,4.61,-0.21,-4.36%,4.77,4.61,36284,3/16/21
MAIN,Main Street Capital Corp,38.88,-0.46,-1.17%,39.34,38.8,339098,3/16/21
MAN,Manpower Inc,102.1,-0.86,-0.84%,102.85,99.93,721398,3/16/21
MANH,Manhattan Assoc,125.11,-0.6,-0.48%,128.28,124.21,287141,3/16/21
MANT,Mantech Intl Cp A,81.81,-0.23,-0.28%,82.39,80.58,176708,3/16/21
MANU,Manchester United Ltd,18.88,0.12,0.64%,18.94,18.3,532642,3/16/21
MAR,Marriot Int Cl A,150.63,-2.93,-1.91%,154.15,149.54,1719731,3/16/21
MARA,Marathon Digital Hldgs Inc,38.36,-4.74,-11.00%,42.19,37.08,14688114,3/16/21
MARK,Remark Holdings Inc,2.62,-0.1,-3.68%,2.76,2.53,1619159,3/16/21
MAS,Masco Corp,56.94,-0.54,-0.94%,57.89,56.7,2022866,3/16/21
MASI,Masimo Corp,229.77,-5.03,-2.14%,236.92,226.68,603687,3/16/21
MAT,Mattel Inc,21.74,0.13,0.60%,21.87,21.4,2008797,3/16/21
MATW,Matthews Intl Corp,40.4,-0.83,-2.01%,40.93,39.75,142125,3/16/21
MATX,Matson Inc,75.01,-1.49,-1.95%,76.52,74.25,195398,3/16/21
MAXN,Maxeon Solar Tech Ltd,38.48,-1.52,-3.80%,41.15,37.27,420221,3/16/21
MAXR,Maxar Technologies Ltd,43.98,-3.86,-8.07%,47.13,43.51,1577620,3/16/21
MBB,MBS Ishares ETF,108.71,0,0.00%,108.79,108.65,1217335,3/16/21
MBI,MBIA Inc,9.99,-0.11,-1.09%,10.14,9.77,592833,3/16/21
MBIO,Mustang Bio Inc,3.63,-0.1,-2.68%,3.79,3.45,2864752,3/16/21
MBT,Mobile Telesystems,8.68,-0.06,-0.69%,8.77,8.65,5610584,3/16/21
MBUU,Malibu Boats Inc,91.94,0.22,0.24%,93,90.35,159373,3/16/21
MBWM,Mercantile Bank Corp,32.43,-0.7,-2.11%,33.02,31.74,39810,3/16/21
MC,Moelis,56.54,0.4,0.71%,56.92,55.7,375202,3/16/21
MCBC,Macatawa Bank Corp,10.17,-0.17,-1.64%,10.34,10.06,84894,3/16/21
MCD,McDonald's Corp,219.86,-0.6,-0.27%,221.3,217.16,3583271,3/16/21
MCF,Contango Oil & Gas Company,4.3,-0.24,-5.29%,4.47,4.25,856985,3/16/21
MCFE,Mcafee Corp Cl A,23.78,-0.73,-2.98%,24.7,23.7,575048,3/16/21
MCFT,Mcbc Holdings,30.59,-1.01,-3.20%,31.58,29.91,145170,3/16/21
MCHI,China Ishares MSCI ETF,84.87,0.51,0.60%,85.38,84.45,2728397,3/16/21
MCHP,Microchip Technology,149.9,0.34,0.23%,153.52,148.6,2188226,3/16/21
MCK,Mckesson Corp,186.54,-2.33,-1.23%,189,185.45,893239,3/16/21
MCO,Moody's Corp,296.18,-1.18,-0.40%,301.48,295.44,592434,3/16/21
MCRB,Seres Theraptc,21.28,-0.73,-3.32%,22.52,20.45,993563,3/16/21
MCRI,Monarch Casino,67.08,-1.91,-2.77%,69.43,66.61,98277,3/16/21
MCS,Marcus Corp,22.93,-1.01,-4.22%,24.03,22.77,354389,3/16/21
MCY,Mercury General Corp,59.88,-2.02,-3.26%,61.15,59.08,377637,3/16/21
MD,Mednax Inc,27.19,-1.02,-3.62%,28.59,27,751367,3/16/21
MDB,Mongodb Inc Cl A,318.83,-4.47,-1.38%,334.49,312.25,526747,3/16/21
MDC,M.D.C. Holdings,58.56,-0.05,-0.09%,60,58.31,489175,3/16/21
MDCA,Mdc Partners Cl A,3.84,-0.05,-1.29%,4.09,3.61,263514,3/16/21
MDGL,Madrigal Pharmaceuticals Inc,116.56,-0.2,-0.17%,118.99,114.15,112693,3/16/21
MDIV,Multi-Asset Diversified Income Index Fund FT,16.34,-0.07,-0.43%,16.43,16.25,137894,3/16/21
MDLA,Medallia Inc,29.12,-0.3,-1.02%,30.02,28.36,1612150,3/16/21
MDLZ,Mondelez Intl Inc,57.78,0.55,0.96%,58.17,57.22,10309420,3/16/21
MDP,Meredith Corp,34.69,-1.46,-4.04%,36,34.36,319536,3/16/21
MDRX,Allscripts Hlthcare,15.37,-0.37,-2.35%,15.82,15.22,2802833,3/16/21
MDT,Medtronic Inc,118.94,-0.21,-0.18%,119.66,118.3,3590441,3/16/21
MDU,Mdu Res Group Inc,31.57,-0.55,-1.71%,31.96,31.53,687589,3/16/21
MDXG,Mimedx Group Inc,9,-0.21,-2.28%,9.5,8.98,382114,3/16/21
MDY,S&P Midcap 400 SPDR,482.93,-6.36,-1.30%,489.33,481.19,567227,3/16/21
MDYG,S&P Midcap Growth ETF SPDR,76,-0.88,-1.14%,76.97,75.56,168928,3/16/21
MED,Medifast Inc,251.94,-4.13,-1.61%,255.65,246.13,126634,3/16/21
MEDP,Medpace Holdings Inc,162.57,-0.98,-0.60%,166.5,160.48,126825,3/16/21
MEG,Montrose Environmental Group Inc,49,0.04,0.08%,50.44,47.78,181631,3/16/21
MEI,Methode Electronics,46.51,-0.31,-0.66%,47.01,46.13,172182,3/16/21
MEIP,Mei Pharma Inc,3.57,-0.24,-6.30%,3.82,3.51,448356,3/16/21
MELI,Mercadolibre Inc,1550.49,-30.83,-1.95%,1620.11,1529.29,400348,3/16/21
MEOH,Methanex Cp,40.31,-1.16,-2.80%,41.13,39.46,339857,3/16/21
MERC,Mercer Intl Inc,15.17,-0.2,-1.30%,15.37,14.85,358015,3/16/21
MESA,Mesa Air Group Inc,14.74,-1.03,-6.53%,15.85,14.47,1307039,3/16/21
MESO,Mesoblast Ltd Ads,9.56,-0.08,-0.83%,9.87,9.4,241272,16:03 ET
MET,Metlife Inc,59.31,-1.23,-2.03%,60.04,58.88,5124969,3/16/21
MEXX,MSCI Mexico Bull 3X Direxion,68.11,1.42,2.13%,68.25,64.19,8083,3/16/21
MFA,MFA Financial Inc,4.26,-0.04,-0.93%,4.3,4.23,2912496,3/16/21
MFC,Manulife Financial Corp,21.46,-0.09,-0.42%,21.52,21.24,2284723,3/16/21
MFG,Mizuho Financial Group,3.05,-0.01,-0.33%,3.08,3,359104,3/16/21
MFGP,Micro Focus Intl Plc,6.72,-0.12,-1.75%,6.82,6.68,1002818,3/16/21
MFIN,Medallion Fin Cp,7.7,-0.18,-2.28%,7.89,7.64,33640,3/16/21
MG,Mistras Group Inc,10.4,-0.32,-2.99%,10.68,9.79,142090,3/16/21
MGA,Magna International,90.88,-2.15,-2.31%,93.18,90.81,1021791,3/16/21
MGC,Megacap 300 Index ETF Vanguard,140.26,0.15,0.11%,140.91,139.89,408685,3/16/21
MGEE,Mge Energy Inc,72.4,-0.34,-0.47%,72.71,71.51,86081,3/16/21
MGI,Moneygram Intl,7.16,-0.49,-6.41%,7.72,6.97,1552965,3/16/21
MGIC,Magic Software Entpr,16.92,-0.14,-0.82%,17.48,16.91,33617,3/16/21
MGK,Megacap 300 Growth Index ETF Vanguard,207.76,1.06,0.51%,209.72,206.89,205561,3/16/21
MGLN,Magellan Health,93.76,-0.2,-0.21%,94.13,93.45,184044,3/16/21
MGM,MGM Resorts International,39.91,-1.05,-2.56%,40.92,39.44,8761537,3/16/21
MGNI,Magnite Inc,45.3,-0.33,-0.72%,46.66,43.27,4268739,3/16/21
MGNX,Macrogenics,31.02,0.49,1.60%,31.17,29.74,649246,3/16/21
MGP,MGM Growth Properties Llc,33.81,-0.36,-1.05%,34.2,33.75,1864827,3/16/21
MGPI,MGP Ingredients Inc,64.85,-1.9,-2.85%,66.74,64.03,71631,3/16/21
MGRC,Mcgrath Rentcorp,82.2,-0.75,-0.90%,82.53,81.53,66433,3/16/21
MGTA,Magenta Therapeutics Inc,12.76,-0.22,-1.69%,13.02,12.34,135236,3/16/21
MGTX,Meiragtx Holdings Plc,17.62,-0.18,-1.01%,18.22,17.23,96885,3/16/21
MGV,Megacap 300 Value Index ETF Vanguard,94.66,-0.43,-0.45%,95,94.46,151017,3/16/21
MGY,Magnolia Oil & Gas Corp,12.13,-0.5,-3.96%,12.5,11.82,2161420,3/16/21
MHK,Mohawk Industries,182.86,-5.46,-2.90%,189.31,181.18,536310,3/16/21
MHLD,Maiden Holdings Ltd,3.17,0.07,2.26%,3.31,3.14,327383,3/16/21
MHO,M/I Homes,56.21,-1.12,-1.95%,58.45,56.01,199411,3/16/21
MIC,Macquarie Infrastructure Company Trust,31.97,-0.36,-1.11%,32.35,31.9,818888,3/16/21
MIDD,Middleby Corp,167.42,-2.89,-1.70%,171.08,165.88,274065,3/16/21
MIDU,Mid Cap Bull 3X Direxion,59.42,-2.42,-3.91%,61.99,58.69,84548,3/16/21
MIK,The Michaels Comp,21.91,0,0.00%,22.42,21.88,7146489,3/16/21
MILE,Metromile Inc,12.78,-0.6,-4.48%,14,12.71,1136210,3/16/21
MIME,Mimecast Ltd Ord,44.31,-0.05,-0.11%,45.21,43.95,474971,3/16/21
MIND,Mitcham Industries Inc,2.54,-0.01,-0.39%,2.69,2.48,719412,3/16/21
MIST,Milestone Pharmaceuticals Inc,7.38,-0.08,-1.07%,7.7,7.32,35065,3/16/21
MITK,Mitek Systems Inc,15.76,-0.14,-0.88%,16.35,15.43,519143,3/16/21
MITT,Ag Mortgage Investment Trust,4.39,-0.34,-7.19%,4.8,4.33,2112011,3/16/21
MIXT,Mix Telematics Ltd,13.99,-0.27,-1.89%,14.21,13.94,7246,3/16/21
MJ,Alternative Harvest ETF,23.78,-1.22,-4.88%,25.25,23.57,2917004,3/16/21
MKC,Mccormick & Company Inc,87.23,-0.11,-0.13%,87.9,86.78,966444,3/16/21
MKL,Markel Corp,1141.67,-2.3,-0.20%,1148.1,1129.13,30959,3/16/21
MKSI,Mks Instruments Inc,177.91,5.86,3.41%,182.14,172.93,565456,3/16/21
MKTX,Marketaxess Holdings,516.91,-8.5,-1.62%,533.4,511.49,198446,3/16/21
MLCO,Melco Resorts & Entertainment,21.43,-0.33,-1.52%,21.99,21.15,1576744,3/16/21
MLHR,Miller Herman Inc,41.58,-0.6,-1.42%,42.12,40.96,211463,3/16/21
MLI,Mueller Industries,43.47,-1,-2.25%,44.22,43.1,245824,3/16/21
MLM,Martin Marietta Materials,337.68,-6.03,-1.75%,344.94,337,403050,3/16/21
MLND,Millendo Therapeutics Inc,2.22,-0.01,-0.45%,2.29,2.15,326774,3/16/21
MLPA,Global X MLP ETF,34.07,-0.61,-1.76%,34.61,33.89,289087,3/16/21
MLPX,G-X MLP & Energy Infrasture ETF,32.01,-0.6,-1.84%,32.42,31.91,91148,3/16/21
MLR,Miller Industries,45.19,0.04,0.09%,45.23,43.89,28736,3/16/21
MLSS,Milestone Scientific,4.3,-0.14,-3.15%,4.64,4.2,941007,3/16/21
MMC,Marsh & Mclennan Companies,118.78,-0.08,-0.07%,119.61,118.45,1368682,3/16/21
MMI,Marcus & Millichap,34.62,-0.65,-1.84%,35.62,34.41,178121,3/16/21
MMLP,Martin Midstrm LP,2.71,0.02,0.74%,2.87,2.64,302625,3/16/21
MMM,3M Company,186.85,-2.63,-1.39%,188.46,185.98,2263205,3/16/21
MMP,Magellan Midstream Partners LP,45.66,-0.86,-1.85%,46.32,45.61,2082980,3/16/21
MMS,Maximus Inc,87.2,0.11,0.13%,87.32,85.7,243621,3/16/21
MMSI,Merit Medical Sys,60.66,0.51,0.85%,60.79,59.14,254201,3/16/21
MMYT,Makemytrip Ltd,37.97,-0.2,-0.52%,39.01,37.5,769190,3/16/21
MN,Manning & Napier Inc,7.63,-0.19,-2.43%,8.04,7.57,38944,3/16/21
MNKD,Mannkind Corp,3.87,-0.13,-3.25%,4.07,3.7,4778596,3/16/21
MNKKQ,Mallinckrodt Plc,0.37,-0.03,-7.50%,0.4025,0.345,520354,3/16/21
MNOV,Medicinova Inc,5.99,-0.53,-8.13%,6.35,5.92,944224,3/16/21
MNR,Monmouth Real Estate Investment Corp,18.27,-0.39,-2.09%,18.67,18.17,386123,3/16/21
MNRL,Brigham Minerals Inc,15.65,-0.54,-3.34%,16.06,15.51,415676,3/16/21
MNRO,Monro Muffler Brak,67.38,-2.52,-3.61%,70.19,66.33,306455,3/16/21
MNSO,Miniso Group Holding Ltd ADR,24.31,-0.5,-2.02%,25.3,23.99,474751,3/16/21
MNST,Monster Beverage Cp,89.39,0.08,0.09%,90.6,89.24,2207806,3/16/21
MNTX,Manitex Intl Inc,8.48,0.08,0.95%,8.63,7.68,49019,3/16/21
MO,Altria Group,49.44,-0.4,-0.80%,49.91,48.91,10005834,3/16/21
MOAT,Wide Moat Vaneck ETF,68.49,-0.24,-0.35%,68.76,68.38,257186,3/16/21
MOD,Modine Manufacturing Company,15.03,-0.76,-4.81%,15.64,14.86,408194,3/16/21
MODN,Model N Inc,37.9,-0.65,-1.69%,39.16,37.65,216471,3/16/21
MODV,Modivcare Inc,143.96,-1.37,-0.94%,147.64,142.91,63248,3/16/21
MOGO,Mogo Inc,10.02,-0.56,-5.29%,11.04,9.68,3502378,3/16/21
MOH,Molina Healthcare Inc,233.84,-0.18,-0.08%,234.96,229.85,326390,3/16/21
MOMO,Momo Inc Ads,16.82,-0.32,-1.87%,17.34,16.59,3124971,3/16/21
MOO,Agribusiness ETF Vaneck,88.26,-0.81,-0.91%,89.1,88.26,73627,3/16/21
MORN,Morningstar Inc,241.38,-7.32,-2.94%,249.74,241.37,98940,3/16/21
MOS,Mosaic Company,33.03,-1.21,-3.53%,34.24,32.94,4412122,3/16/21
MOV,Movado Group Inc,25.02,-0.61,-2.38%,25.59,24.3,111396,3/16/21
MP,Mp Materials Corp,43.54,-2.44,-5.31%,46.29,42.65,3607683,3/16/21
MPAA,Motorcar Parts Amer,23.63,-0.32,-1.34%,24.1,23.27,56974,3/16/21
MPC,Marathon Petroleum Corp,56.21,-1.65,-2.85%,57.04,55.52,10411955,3/16/21
MPLN,Multiplan Corp,6.3,0.1,1.61%,6.43,6.11,2417506,3/16/21
MPLX,Mplx LP,25.98,-0.3,-1.14%,26.55,25.8,2558254,3/16/21
MPW,Medical Properties Trust,21.55,-0.54,-2.44%,22.27,21.53,4362192,3/16/21
MPWR,Monolithic Power Sys,342.65,1.01,0.30%,351.91,340.37,262422,3/16/21
MPX,Marine Products Corp,17.87,-0.67,-3.61%,18.29,17.81,42283,3/16/21
MRC,Mrc Global Inc,9.29,-0.38,-3.93%,9.62,9.2,680461,3/16/21
MRCC,Monroe Capital Corp,9.63,-0.17,-1.73%,9.77,9.31,176871,3/16/21
MRCY,Mercury Sys Inc,69.1,-0.76,-1.09%,70.45,68.65,321871,3/16/21
MREO,Mereo Biopharma Group Plc ADR,3.97,-0.17,-4.11%,4.13,3.82,1869174,3/16/21
MRK,Merck & Company,76.81,0.58,0.76%,77.17,76.14,14976920,3/16/21
MRKR,Marker Therapeutics Inc,1.86,-0.04,-2.11%,1.92,1.81,2208957,3/16/21
MRLN,Marlin Business Serv,14.86,-0.93,-5.89%,16,14.73,30096,3/16/21
MRNA,Moderna Inc,156.02,12.36,8.60%,157.75,145.84,16972904,3/16/21
MRNS,Marinus Pharma CS,15.62,-0.12,-0.76%,15.95,15.37,287581,3/16/21
MRO,Marathon Oil Corp,11.46,-0.59,-4.90%,11.85,11.32,21537664,3/16/21
MRSN,Mersana Therapeutics Inc,17.67,-0.37,-2.05%,18.36,17.08,460471,3/16/21
MRTN,Marten Transport L,16.67,-0.24,-1.45%,16.98,16.58,169861,3/16/21
MRTX,Mirati Therapeutics,189.51,-0.3,-0.16%,191.2,185.77,262797,3/16/21
MRVI,Maravai Lifesciences Holdings Inc Cl A,37.5,-0.99,-2.57%,39.5,37.17,1157494,3/16/21
MRVL,Marvell Tech Group,47.96,-0.4,-0.83%,49.19,47.58,9318777,3/16/21
MS,Morgan Stanley,82.54,-1.32,-1.57%,83.7,81.84,9470349,3/16/21
MSA,Msa Safety Inc,163.35,-2.28,-1.38%,167.44,162.89,96268,3/16/21
MSB,Mesabi Trust,29.59,0.39,1.34%,29.74,29.05,44079,3/16/21
MSCI,MSCI Inc,416.58,-2.97,-0.71%,426.6,413.05,382990,3/16/21
MSEX,Middlesex Water Company,78.03,0.31,0.40%,78.44,77.25,103538,3/16/21
MSFT,Microsoft Corp,237.71,2.9,1.24%,240.05,235.94,28071193,3/16/21
MSGE,Madison Square Garden Entertainment Corp,104.92,-3.58,-3.30%,109.81,104.06,156974,3/16/21
MSGN,Msg Networks Inc,20.45,-0.16,-0.78%,20.78,20.04,430017,3/16/21
MSGS,Madison Square Garden Sports Corp,198.97,-2.31,-1.15%,202.04,198.02,159381,3/16/21
MSI,Motorola Solutions,182.48,0.63,0.35%,182.54,179.79,483846,3/16/21
MSM,Msc Industrial Direct Company,88.66,-2.63,-2.88%,90.97,88.09,348034,3/16/21
MSON,Misonix Inc,19.59,0.26,1.35%,19.92,18.79,54795,3/16/21
MSOS,Advisorshares Pure US Cannabis ETF,47.38,-0.7,-1.46%,48.72,46.27,1102709,3/16/21
MSP,Datto Holding Corp,26.29,0.19,0.73%,26.65,26.09,487735,3/16/21
MSTR,Microstrategy Cl A,724.29,-44.72,-5.82%,770,701.43,413353,3/16/21
MT,Arcelormittal,27.01,-0.11,-0.41%,27.21,26.45,10708291,3/16/21
MTA,Metalla Royalty and Streaming Ltd,9.53,-0.37,-3.74%,9.94,9.43,294808,3/16/21
MTB,M&T Bank Corp,152.64,-2.66,-1.71%,153.86,150.79,778855,3/16/21
MTCH,Match Group Inc,154.19,0.26,0.17%,157.46,152.14,1486222,3/16/21
MTD,Mettler-Toledo International,1083.7,-14.53,-1.32%,1106.11,1075.61,107340,3/16/21
MTDR,Matador Resources Company,25.3,-0.8,-3.07%,25.74,24.53,1391274,3/16/21
MTEM,Molecular Templates Inc,12,0.13,1.10%,12.1,11.67,221309,3/16/21
MTG,Mgic Investment Corp,13.3,-0.15,-1.12%,13.4,13.16,5027688,3/16/21
MTH,Meritage Corp,90.06,-0.35,-0.39%,92.43,89.94,349564,3/16/21
MTL,Mechel Oao,1.89,-0.04,-2.07%,1.92,1.86,111337,3/16/21
MTLS,Materialise NV Ads,39.85,-5.92,-12.93%,46.46,38.7,813519,3/16/21
MTN,Vail Resorts,309.74,0.2,0.06%,313.48,306.21,315211,3/16/21
MTOR,Meritor Inc,31.49,-0.87,-2.69%,32.52,31.35,530096,3/16/21
MTRN,Materion Corp,71.41,-2.27,-3.08%,73.11,70.96,172769,3/16/21
MTRX,Matrix Service Company,14.33,-1.12,-7.25%,15.34,14.29,186871,3/16/21
MTSC,M T S Systems Cp,58.27,-0.01,-0.02%,58.3,55.53,74470,3/16/21
MTSI,Macom Technology S,66.16,-0.17,-0.26%,67.7,65.32,427575,3/16/21
MTUM,USA Momentum Factor Ishares Edge MSCI ETF,162.12,-0.65,-0.40%,164.61,161.05,855977,3/16/21
MTW,Manitowoc Company,21.94,-0.14,-0.63%,22.43,21.33,646047,3/16/21
MTX,Minerals Technologies Inc,78.25,-0.84,-1.06%,78.85,77.15,98843,3/16/21
MTZ,Mastec Inc,94.94,-2.68,-2.75%,97.31,94.35,847052,3/16/21
MU,Micron Technology,91.43,2.58,2.90%,94.68,90.11,28484639,3/16/21
MUB,Natl Muni Bond Ishares ETF,116.23,0.07,0.06%,116.28,116.06,1117635,3/16/21
MUFG,Mitsubishi Ufj Financial Group Inc,5.62,-0.05,-0.88%,5.64,5.59,3151756,3/16/21
MUNI,Interm Muni Bond Strgy ETF Pimco,56.38,0.01,0.02%,56.4,56.35,33302,3/16/21
MUR,Murphy Oil Corp,18.29,-1.77,-8.82%,19.72,18.21,5432682,3/16/21
MUSA,Murphy USA Inc,132.24,1.56,1.19%,132.4,129.81,289773,3/16/21
MUX,Mcewen Mining Inc,1.13,-0.01,-0.88%,1.15,1.09,3740845,3/16/21
MVIS,Microvision,16.83,-1,-5.58%,18.15,16.37,8008493,3/16/21
MVO,Mv Oil Trust,4.37,-0.09,-2.02%,4.48,4.36,30548,3/16/21
MWA,Mueller Water Products,14.03,-0.29,-2.03%,14.28,13.87,1182638,3/16/21
MWK,Mohawk Group Holdings Inc,30.26,-1.46,-4.60%,32.15,28.5,1522035,3/16/21
MX,Magnachip Semiconductor Corp,23.05,-1.1,-4.55%,24.68,22.67,1455151,3/16/21
MXI,Global Materials Ishares ETF,86.9,-0.8,-0.91%,87.41,86.67,44601,3/16/21
MXIM,Maxim Integrated,90.19,1.28,1.44%,91.12,89.7,1599482,3/16/21
MXL,Maxlinear Inc,38.31,1.52,4.13%,39.05,36.84,845774,3/16/21
MYE,Myers Industries,19.91,-0.11,-0.55%,19.97,19.57,233608,3/16/21
MYGN,Myriad Genetics Inc,31.6,0.62,2.00%,32.54,30.86,1164583,3/16/21
MYOV,Myovant Sciences Ltd,24.44,0.12,0.49%,25.25,23.77,692318,3/16/21
MYRG,MYR Group Inc,73.08,-1.19,-1.60%,74.3,72.1,125221,3/16/21
MYY,Midcap 400 Short Proshares,25.3,0.34,1.37%,25.3,25.14,1762,3/16/21
MZZ,Ultrashort Midcap400 Proshares,9.62,0.23,2.49%,9.67,9.51,3062,3/16/21
NAIL,Homebuild & Suppliers Bull 3X Direxion,67.82,-2.17,-3.10%,72.86,67.79,473936,3/16/21
NAK,Northern Dynasty Minerals,0.733,-0.0347,-4.52%,0.7848,0.7146,16206837,3/16/21
NANR,S&P North American Natural SPDR,39.87,-0.84,-2.06%,40.36,39.76,35181,3/16/21
NARI,Inari Medical Inc,110.85,-3.64,-3.18%,116,107.15,935936,3/16/21
NAT,Nordic American Tanker Shipping Ltd,3.51,-0.11,-3.04%,3.6,3.48,2377769,3/16/21
NATI,Natl Instruments Cor,43.19,-0.15,-0.35%,43.78,42.94,285936,3/16/21
NAV,Navistar International Corp,44.11,0,0.00%,44.14,44.1,375032,3/16/21
NAVB,Navidea Biopharmaceuticals Inc,2.27,0,0.00%,2.4,2.21,275452,3/16/21
NAVI,Navient Cp,13.07,-0.2,-1.47%,13.29,12.99,2418843,3/16/21
NBEV,New Age Beverages Corp,2.96,-0.02,-0.67%,3.27,2.9,3534332,3/16/21
NBHC,National Bank Holdings Corp,40.62,-0.49,-1.19%,40.9,40.2,128601,3/16/21
NBIX,Neurocrine Bioscienc,94.58,-2.49,-2.57%,98.5,93.37,675576,3/16/21
NBLX,Noble Midstream Partners LP,14.89,-0.34,-2.23%,15.22,14.81,616360,3/16/21
NBR,Nabors Industries,122.42,-7.51,-5.78%,128.99,121,139073,3/16/21
NBRV,Nabriva Therape Ads,1.92,-0.18,-8.57%,2.11,1.91,4398654,3/16/21
NBSE,Neu Base Therapeutics Inc,8.54,-0.75,-8.07%,9.26,8.51,175162,3/16/21
NBTB,NBT Bancorp Inc,41.18,-0.24,-0.58%,41.58,40.7,170097,3/16/21
NCLH,Norwegian Cruise Ord,30.1,-1.46,-4.63%,31.62,29.76,20514102,3/16/21
NCMI,National Cinemedia,5.52,-0.38,-6.44%,6,5.46,815117,3/16/21
NCNO,Ncino Inc,68.81,-1.93,-2.73%,71.98,68.43,765793,3/16/21
