04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,85,-24.0,100,106,0.943
04-04-21,85,0,74,127,0.583
04-04-21,5,0.06,100,106,0.943
04-04-21,10,0.19,81,106,0.764
04-04-21,15,0.46,44,106,0.415
04-04-21,20,0.32,30,106,0.283
04-04-21,25,0.2,24,106,0.226
04-04-21,30,0.08,22,106,0.208
04-04-21,35,0.05,21,106,0.198
04-04-21,40,0.33,14,106,0.132
04-04-21,45,0.14,12,106,0.113
04-04-21,50,0.08,11,106,0.104
04-04-21,55,0.0,11,106,0.104
04-04-21,60,0.18,9,106,0.085
04-04-21,65,0.11,8,106,0.075
04-04-21,70,0.38,5,106,0.047
04-04-21,75,0.0,5,106,0.047
04-04-21,80,0.2,4,106,0.038
04-04-21,85,-24.0,100,106,0.943
04-04-21,5,0.42,74,127,0.583
04-04-21,10,0.35,48,127,0.378
04-04-21,15,0.42,28,127,0.22
04-04-21,20,0.43,16,127,0.126
04-04-21,25,0.31,11,127,0.087
04-04-21,30,0.64,4,127,0.031
04-04-21,35,0.25,3,127,0.024
04-04-21,40,0.33,2,127,0.016
04-04-21,45,0.0,2,127,0.016
04-04-21,50,0.0,2,127,0.016
04-04-21,55,0.0,2,127,0.016
04-04-21,60,0.5,1,127,0.008
04-04-21,65,0.0,1,127,0.008
04-04-21,70,0.0,1,127,0.008
04-04-21,75,0.0,1,127,0.008
04-04-21,80,1.0,0,127,0.0
04-04-21,85,0,74,127,0.583
04-04-21,5,0.06,100,106,0.943
04-04-21,10,0.19,81,106,0.764
04-04-21,15,0.46,44,106,0.415
04-04-21,20,0.32,30,106,0.283
04-04-21,25,0.2,24,106,0.226
04-04-21,30,0.08,22,106,0.208
04-04-21,35,0.05,21,106,0.198
04-04-21,40,0.33,14,106,0.132
04-04-21,45,0.14,12,106,0.113
04-04-21,50,0.08,11,106,0.104
04-04-21,55,0.0,11,106,0.104
04-04-21,60,0.18,9,106,0.085
04-04-21,65,0.11,8,106,0.075
04-04-21,70,0.38,5,106,0.047
04-04-21,75,0.0,5,106,0.047
04-04-21,80,0.2,4,106,0.038
04-04-21,85,-24.0,100,106,0.943
04-04-21,5,0.42,74,127,0.583
04-04-21,10,0.35,48,127,0.378
04-04-21,15,0.42,28,127,0.22
04-04-21,20,0.43,16,127,0.126
04-04-21,25,0.31,11,127,0.087
04-04-21,30,0.64,4,127,0.031
04-04-21,35,0.25,3,127,0.024
04-04-21,40,0.33,2,127,0.016
04-04-21,45,0.0,2,127,0.016
04-04-21,50,0.0,2,127,0.016
04-04-21,55,0.0,2,127,0.016
04-04-21,60,0.5,1,127,0.008
04-04-21,65,0.0,1,127,0.008
04-04-21,70,0.0,1,127,0.008
04-04-21,75,0.0,1,127,0.008
04-04-21,80,1.0,0,127,0.0
04-04-21,85,0,74,127,0.583
