Date,D1,DR1,C1,S1,P1,D2,DR2,C2,S2,P2,D3,DR3,C3,S3,P3,D4,DR4,C4,S4,P4,D5,DR5,C5,S5,P5,D6,DR6,C6,S6,P6,D7,DR7,C7,S7,P7,D8,DR8,C8,S8,P8,D9,DR9,C9,S9,P9,D10,DR10,C10,S10,P10,D11,DR11,C11,S11,P11,D12,DR12,C12,S12,P12,D13,DR13,C13,S13,P13,D14,DR14,C14,S14,P14,D15,DR15,C15,S15,P15,D16,DR16,C16,S16,P16,D17,DR17,C17,S17,P17
03-30-21,45,0.05,19,121,0.157,5,0.07,113,121,0.934,30,0.09,30,121,0.248,75,0.14,6,121,0.05,25,0.15,33,121,0.273,50,0.16,16,121,0.132,35,0.17,25,121,0.207,80,0.17,5,121,0.041,20,0.19,39,121,0.322,40,0.2,20,121,0.165,70,0.22,7,121,0.058,10,0.25,85,121,0.702,55,0.25,12,121,0.099,60,0.25,9,121,0.074,15,0.44,48,121,0.397
04-02-21,5,0.17,5,6,0.833,50,0.5,1,6,0.167,15,0.6,2,6,0.333,80,1.0,0,6,0.0
04-04-21,35,0.05,21,106,0.198,5,0.06,100,106,0.943,30,0.08,22,106,0.208,50,0.08,11,106,0.104,65,0.11,8,106,0.075,45,0.14,12,106,0.113,60,0.18,9,106,0.085,10,0.19,81,106,0.764,25,0.2,24,106,0.226,80,0.2,4,106,0.038,20,0.32,30,106,0.283,40,0.33,14,106,0.132,70,0.38,5,106,0.047,15,0.46,44,106,0.415
04-06-21,50,0.08,12,96,0.125,35,0.09,21,96,0.219,30,0.12,23,96,0.24,10,0.14,69,96,0.719,40,0.14,18,96,0.188,5,0.17,80,96,0.833,25,0.19,26,96,0.271,55,0.25,9,96,0.094,80,0.25,3,96,0.031,45,0.28,13,96,0.135,20,0.3,32,96,0.333,15,0.33,46,96,0.479,60,0.33,6,96,0.062,70,0.33,4,96,0.042
04-08-21,30,0.08,23,100,0.23,50,0.08,12,100,0.12,35,0.09,21,100,0.21,10,0.1,62,100,0.62,65,0.12,7,100,0.07,70,0.14,6,100,0.06,55,0.17,10,100,0.1,15,0.19,50,100,0.5,40,0.19,17,100,0.17,60,0.2,8,100,0.08,25,0.22,25,100,0.25,45,0.24,13,100,0.13,80,0.25,3,100,0.03,5,0.31,69,100,0.69,75,0.33,4,100,0.04,20,0.36,32,100,0.32
04-09-21,30,0.08,23,101,0.228,50,0.08,12,101,0.119,35,0.09,21,101,0.208,10,0.1,62,101,0.614,65,0.12,7,101,0.069,70,0.14,6,101,0.059,55,0.17,10,101,0.099,15,0.19,50,101,0.495,40,0.19,17,101,0.168,60,0.2,8,101,0.079,25,0.22,25,101,0.248,45,0.24,13,101,0.129,80,0.25,3,101,0.03,5,0.32,69,101,0.683,75,0.33,4,101,0.04,20,0.36,32,101,0.317
