Date,D1,DR1,C1,S1,P1,D2,DR2,C2,S2,P2,D3,DR3,C3,S3,P3,D4,DR4,C4,S4,P4,D5,DR5,C5,S5,P5,D6,DR6,C6,S6,P6,D7,DR7,C7,S7,P7,D8,DR8,C8,S8,P8,D9,DR9,C9,S9,P9,D10,DR10,C10,S10,P10,D11,DR11,C11,S11,P11,D12,DR12,C12,S12,P12,D13,DR13,C13,S13,P13,D14,DR14,C14,S14,P14,D15,DR15,C15,S15,P15,D16,DR16,C16,S16,P16,D17,DR17,C17,S17,P17
03-30-21,15,0.16,16,38,0.421,10,0.27,19,38,0.5,5,0.32,26,38,0.684,20,0.44,9,38,0.237,25,0.44,5,38,0.132,30,0.8,1,38,0.026,50,1.0,0,38,0.0
04-02-21,5,0.5,1,2,0.5,20,1.0,0,2,0.0
04-04-21,15,0.14,6,24,0.25,20,0.17,5,24,0.208,10,0.3,7,24,0.292,5,0.58,10,24,0.417,25,0.6,2,24,0.083,30,1.0,0,24,0.0
04-06-21,15,0.14,6,30,0.2,20,0.33,4,30,0.133,10,0.46,7,30,0.233,25,0.5,2,30,0.067,5,0.57,13,30,0.433,30,1.0,0,30,0.0
04-08-21,15,0.2,4,24,0.167,5,0.42,14,24,0.583,25,0.5,2,24,0.083,30,0.5,1,24,0.042,10,0.64,5,24,0.208,35,1.0,0,24,0.0
