04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,85,-179.0,180,201,0.896
04-04-21,85,0,93,147,0.633
04-04-21,5,0.1,180,201,0.896
04-04-21,10,0.11,161,201,0.801
04-04-21,15,0.39,98,201,0.488
04-04-21,20,0.27,72,201,0.358
04-04-21,25,0.12,63,201,0.313
04-04-21,30,0.02,62,201,0.308
04-04-21,35,0.13,54,201,0.269
04-04-21,40,0.33,36,201,0.179
04-04-21,45,0.14,31,201,0.154
04-04-21,50,0.19,25,201,0.124
04-04-21,55,0.16,21,201,0.104
04-04-21,60,0.48,11,201,0.055
04-04-21,65,0.64,4,201,0.02
04-04-21,70,0.5,2,201,0.01
04-04-21,75,0.5,1,201,0.005
04-04-21,80,0.0,1,201,0.005
04-04-21,85,-179.0,180,201,0.896
04-04-21,5,0.37,93,147,0.633
04-04-21,10,0.44,52,147,0.354
04-04-21,15,0.31,36,147,0.245
04-04-21,20,0.53,17,147,0.116
04-04-21,25,0.35,11,147,0.075
04-04-21,30,0.73,3,147,0.02
04-04-21,35,0.33,2,147,0.014
04-04-21,40,0.0,2,147,0.014
04-04-21,45,1.0,0,147,0.0
04-04-21,50,0,0,147,0.0
04-04-21,55,0,0,147,0.0
04-04-21,60,0,0,147,0.0
04-04-21,65,0,0,147,0.0
04-04-21,70,0,0,147,0.0
04-04-21,75,0,0,147,0.0
04-04-21,80,0,0,147,0.0
04-04-21,85,0,93,147,0.633
04-04-21,5,0.1,180,201,0.896
04-04-21,10,0.11,161,201,0.801
04-04-21,15,0.39,98,201,0.488
04-04-21,20,0.27,72,201,0.358
04-04-21,25,0.12,63,201,0.313
04-04-21,30,0.02,62,201,0.308
04-04-21,35,0.13,54,201,0.269
04-04-21,40,0.33,36,201,0.179
04-04-21,45,0.14,31,201,0.154
04-04-21,50,0.19,25,201,0.124
04-04-21,55,0.16,21,201,0.104
04-04-21,60,0.48,11,201,0.055
04-04-21,65,0.64,4,201,0.02
04-04-21,70,0.5,2,201,0.01
04-04-21,75,0.5,1,201,0.005
04-04-21,80,0.0,1,201,0.005
04-04-21,85,-179.0,180,201,0.896
04-04-21,5,0.37,93,147,0.633
04-04-21,10,0.44,52,147,0.354
04-04-21,15,0.31,36,147,0.245
04-04-21,20,0.53,17,147,0.116
04-04-21,25,0.35,11,147,0.075
04-04-21,30,0.73,3,147,0.02
04-04-21,35,0.33,2,147,0.014
04-04-21,40,0.0,2,147,0.014
04-04-21,45,1.0,0,147,0.0
04-04-21,50,0,0,147,0.0
04-04-21,55,0,0,147,0.0
04-04-21,60,0,0,147,0.0
04-04-21,65,0,0,147,0.0
04-04-21,70,0,0,147,0.0
04-04-21,75,0,0,147,0.0
04-04-21,80,0,0,147,0.0
04-04-21,85,0,93,147,0.633
