Date,D1,DR1,C1,S1,P1,D2,DR2,C2,S2,P2,D3,DR3,C3,S3,P3,D4,DR4,C4,S4,P4,D5,DR5,C5,S5,P5,D6,DR6,C6,S6,P6,D7,DR7,C7,S7,P7,D8,DR8,C8,S8,P8,D9,DR9,C9,S9,P9,D10,DR10,C10,S10,P10,D11,DR11,C11,S11,P11,D12,DR12,C12,S12,P12,D13,DR13,C13,S13,P13,D14,DR14,C14,S14,P14,D15,DR15,C15,S15,P15,D16,DR16,C16,S16,P16,D17,DR17,C17,S17,P17
03-30-21,5,0.04,179,186,0.962,25,0.09,77,186,0.414,30,0.12,68,186,0.366,50,0.12,21,186,0.113,20,0.14,85,186,0.457,45,0.14,24,186,0.129,10,0.17,149,186,0.801,65,0.17,5,186,0.027,55,0.24,16,186,0.086,40,0.32,28,186,0.151,75,0.33,2,186,0.011,15,0.34,99,186,0.532,35,0.4,41,186,0.22,70,0.4,3,186,0.016,60,0.62,6,186,0.032
04-02-21,10,0.14,12,18,0.667,5,0.22,14,18,0.778,35,0.25,3,18,0.167,20,0.33,4,18,0.222,40,0.33,2,18,0.111,15,0.5,6,18,0.333,55,1.0,0,18,0.0
04-04-21,30,0.02,62,201,0.308,5,0.1,180,201,0.896,10,0.11,161,201,0.801,25,0.12,63,201,0.313,35,0.13,54,201,0.269,45,0.14,31,201,0.154,55,0.16,21,201,0.104,50,0.19,25,201,0.124,20,0.27,72,201,0.358,40,0.33,36,201,0.179,15,0.39,98,201,0.488,60,0.48,11,201,0.055,70,0.5,2,201,0.01,75,0.5,1,201,0.005,65,0.64,4,201,0.02
04-06-21,10,0.03,155,219,0.708,35,0.03,57,219,0.26,45,0.1,28,219,0.128,50,0.11,25,219,0.114,30,0.12,59,219,0.269,25,0.16,67,219,0.306,55,0.16,21,219,0.096,5,0.27,160,219,0.731,15,0.28,112,219,0.511,20,0.29,80,219,0.365,60,0.38,13,219,0.059,40,0.46,31,219,0.142,70,0.67,1,219,0.005,65,0.77,3,219,0.014,80,1.0,0,219,0.0
04-08-21,50,0.08,24,315,0.076,55,0.08,22,315,0.07,10,0.1,130,315,0.413,15,0.12,115,315,0.365,30,0.12,52,315,0.165,25,0.23,59,315,0.187,40,0.27,38,315,0.121,45,0.32,26,315,0.083,60,0.32,15,315,0.048,20,0.33,77,315,0.244,75,0.33,2,315,0.006,70,0.5,3,315,0.01,5,0.54,145,315,0.46,65,0.6,6,315,0.019,80,1.0,0,315,0.0
04-09-21,55,0.08,23,320,0.072,10,0.11,130,320,0.406,50,0.11,25,320,0.078,15,0.12,115,320,0.359,30,0.12,53,320,0.166,25,0.22,60,320,0.188,40,0.25,40,320,0.125,60,0.26,17,320,0.053,45,0.3,28,320,0.087,20,0.33,77,320,0.241,70,0.43,4,320,0.013,75,0.5,2,320,0.006,5,0.54,146,320,0.456,65,0.59,7,320,0.022,80,1.0,0,320,0.0
04-14-21,15,0.03,120,394,0.305,40,0.04,47,394,0.119,50,0.09,21,394,0.053,30,0.13,58,394,0.147,55,0.14,18,394,0.046,35,0.16,49,394,0.124,60,0.17,15,394,0.038,25,0.25,67,394,0.17,20,0.26,89,394,0.226,65,0.33,10,394,0.025,5,0.44,220,394,0.558,10,0.44,124,394,0.315,75,0.5,1,394,0.003,45,0.51,23,394,0.058,70,0.8,2,394,0.005
04-15-21,40,0.06,48,424,0.113,15,0.07,113,424,0.267,60,0.07,14,424,0.033,35,0.11,51,424,0.12,20,0.13,98,424,0.231,30,0.15,57,424,0.134,55,0.21,15,424,0.035,50,0.24,19,424,0.045,25,0.32,67,424,0.158,65,0.36,9,424,0.021,5,0.41,252,424,0.594,45,0.48,25,424,0.059,75,0.5,1,424,0.002,10,0.52,122,424,0.288,70,0.78,2,424,0.005
