Date,D1,DR1,C1,S1,P1,D2,DR2,C2,S2,P2,D3,DR3,C3,S3,P3,D4,DR4,C4,S4,P4,D5,DR5,C5,S5,P5,D6,DR6,C6,S6,P6,D7,DR7,C7,S7,P7,D8,DR8,C8,S8,P8,D9,DR9,C9,S9,P9,D10,DR10,C10,S10,P10,D11,DR11,C11,S11,P11,D12,DR12,C12,S12,P12,D13,DR13,C13,S13,P13,D14,DR14,C14,S14,P14,D15,DR15,C15,S15,P15,D16,DR16,C16,S16,P16,D17,DR17,C17,S17,P17
03-30-21,25,0.33,2,30,0.067,20,0.4,3,30,0.1,5,0.47,16,30,0.533,45,0.5,1,30,0.033,15,0.69,5,30,0.167,80,1.0,0,30,0.0
04-02-21
04-04-21,15,0.42,7,45,0.156,5,0.47,24,45,0.533,10,0.5,12,45,0.267,20,0.86,1,45,0.022,45,1.0,0,45,0.0
04-06-21,15,0.22,7,45,0.156,5,0.27,33,45,0.733,10,0.73,9,45,0.2,20,0.86,1,45,0.022,45,1.0,0,45,0.0
04-08-21,5,0.19,34,42,0.81,15,0.27,11,42,0.262,25,0.5,1,42,0.024,10,0.56,15,42,0.357,20,0.82,2,42,0.048,50,1.0,0,42,0.0
04-09-21,5,0.17,35,42,0.833,15,0.27,11,42,0.262,25,0.5,1,42,0.024,10,0.57,15,42,0.357,20,0.82,2,42,0.048,50,1.0,0,42,0.0
