04-04-21,30,0.25,3,49,0.061,20,0.27,8,49,0.163,5,0.33,33,49,0.673,10,0.39,20,49,0.408,15,0.45,11,49,0.224,25,0.5,4,49,0.082,55,0.67,1,49,0.02,75,1.0,0,49,0.0
04-04-21,30,0.25,3,49,0.061,20,0.27,8,49,0.163,5,0.33,33,49,0.673,10,0.39,20,49,0.408,15,0.45,11,49,0.224,25,0.5,4,49,0.082,55,0.67,1,49,0.02,75,1.0,0,49,0.0
